"Protein","rep1-triple","rep2-triple","rep3-triple","rep1-wt","rep2-wt","rep3-wt","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown"
"AT3G10920.1",10,13,12,10,18,12,0.14,0.5824,1,1,0.9595
"AT3G22890.1",9,28,19,11,12,19,-0.296,-1.4211,1,0.994033,0.799163
"AT5G03300.1",6,21,17,8,16,8,-0.303,-1.3399,1,0.990318,0.839121
"AT1G43170.1",5,21,6,3,27,14,0.321,1.4059,1,0.718231,0.990912
"AT1G50480.1",5,23,17,15,14,10,-0.142,-0.6512,1,0.930322,1
"AT5G14320.1",6,15,21,12,14,8,-0.217,-0.9528,1,0.961302,1
"AT1G08380.1",12,9,10,10,5,11,-0.175,-0.6452,1,0.929679,1
"AT4G20260.1",9,16,12,6,9,17,-0.148,-0.6249,1,0.927568,1
"ATCG00810.1",4,19,12,15,14,13,0.175,0.7437,1,0.988174,0.96546
"sum202",9,10,15,0,8,14,-0.384,-1.4402,1,0.994718,0.790558
"sum14",16,15,12,10,12,13,-0.209,-0.9112,1,0.95727,1
"AT3G02870.1",9,11,17,9,11,13,-0.112,-0.468,1,0.914397,1
"AT5G48300.1",12,20,17,14,10,13,-0.296,-1.3212,1,0.989323,0.848345
"AT1G03680.1",9,8,9,14,10,11,0.298,1.1655,1,0.847527,0.983807
"AT2G39990.1",10,7,10,9,12,14,0.262,0.9736,1,0.926344,0.976139
"AT3G06650.1",20,19,8,12,14,9,-0.241,-1.1014,1,0.974735,0.945029
"ATCG00730.1",5,12,15,12,16,13,0.256,1.0676,1,0.891086,0.980064
"AT5G01410.1",3,11,14,6,16,19,0.398,1.6099,1,0.588787,0.994921
"AT2G38040.1",10,21,4,13,10,6,-0.189,-0.757,1,0.941198,1
"AT5G22800.1",12,24,5,16,18,1,-0.159,-0.6954,1,0.934691,1
"AT1G66200.1",12,14,12,9,14,10,-0.131,-0.5384,1,0.919751,1
"AT2G23350.1",14,20,10,13,9,9,-0.366,-1.5915,1,0.999405,0.712046
"AT1G09130.1",13,11,13,6,10,11,-0.31,-1.2004,1,0.982079,0.903374
"sum15",11,11,13,13,6,8,-0.278,-1.1318,1,0.977103,0.932735
"sum63",0,18,13,13,15,14,0.268,1.1422,1,0.858473,0.982958
"AT3G19820.1",6,15,6,18,7,11,0.298,1.1624,1,0.848535,0.983731
"AT3G01440.1",5,12,15,10,10,6,-0.209,-0.7983,1,0.945499,1
"AT4G12420.1",7,15,10,17,14,8,0.202,0.85,1,0.964682,0.970398
"AT5G16130.1",5,13,15,2,13,10,-0.271,-1.0367,1,0.969096,0.970893
"AT1G67700.1",15,9,10,9,8,10,-0.231,-0.9297,1,0.959197,1
"sum30",5,12,11,8,16,9,0.18,0.689,1,0.996331,0.963185
"AT4G33090.1",5,20,11,11,16,1,-0.266,-1.0875,1,0.973509,0.951038
"AT5G42740.1",13,16,13,10,10,12,-0.274,-1.1738,1,0.980132,0.915502
"AT1G15140.1",7,11,6,9,17,12,0.468,1.7696,1,0.484642,0.996768
"AT3G63540.1",9,14,11,8,10,8,-0.28,-1.0773,1,0.972616,0.955272
"AT5G28840.1",12,18,11,11,9,9,-0.345,-1.3929,1,0.992754,0.814064
"AT3G16000.1",4,18,12,8,13,22,0.232,1.0289,1,0.90651,0.978467
"AT3G51260.1",9,15,12,8,8,7,-0.444,-1.6914,1,1,0.66009
"sum101",5,11,9,6,9,13,0.162,0.5929,1,1,0.959798
"AT1G03600.1",12,7,14,10,10,9,-0.128,-0.4738,1,0.914831,1
"AT2G21870.1",7,10,6,5,12,12,0.233,0.8461,1,0.965799,0.970197
"AT3G12390.1",13,10,5,5,10,5,-0.335,-1.1448,1,0.978083,0.927359
"AT5G37510.1",4,14,10,11,12,10,0.174,0.6837,1,0.997144,0.962927
"AT1G17650.1",9,3,9,10,9,9,0.294,0.9773,1,0.925587,0.976234
"AT1G23820.1",8,10,14,6,10,7,-0.348,-1.2558,1,0.985541,0.879336
"AT1G52400.1",3,21,12,12,10,10,-0.115,-0.4634,1,0.914114,1
"AT1G79850.1",13,9,12,8,11,9,-0.189,-0.7255,1,0.937815,1
"AT4G25370.1",3,12,13,6,6,7,-0.392,-1.3414,1,0.990318,0.83912
"AT1G04420.1",4,17,11,6,8,9,-0.327,-1.163,1,0.979356,0.920095
"AT5G03880.1",6,11,16,6,6,17,-0.13,-0.5111,1,0.917498,1
"AT5G53480.1",5,22,6,19,14,5,0.131,0.5366,1,1,0.95847
"AT1G53310.1",9,24,6,8,17,4,-0.288,-1.1433,1,0.977921,0.928259
"AT4G23850.1",7,13,9,10,16,10,0.23,0.9356,1,0.939431,0.974395
"AT1G56500.1",9,13,7,6,11,1,-0.48,-1.6279,1,1,0.692874
"AT2G18020.1",6,11,11,7,13,14,0.179,0.6858,1,0.996877,0.963012
"AT2G35410.1",8,16,9,9,10,8,-0.194,-0.7533,1,0.940746,1
"AT3G10520.1",1,11,12,7,13,16,0.398,1.5481,1,0.629454,0.993889
"AT4G39260.1",6,10,6,10,10,12,0.32,1.1801,1,0.840391,0.984333
"AT5G14260.1",15,13,8,10,11,10,-0.151,-0.5919,1,0.924504,1
"AT4G22240.1",10,12,6,7,7,10,-0.136,-0.4975,1,0.916519,1
"AT5G14910.1",9,12,11,9,6,10,-0.248,-0.9373,1,0.959832,1
"AT1G65960.2",17,12,11,17,10,6,-0.195,-0.8686,1,0.952899,1
"AT5G35530.1",2,12,8,6,6,16,0.244,0.9028,1,0.949536,0.97291
"AT1G12410.1",7,15,12,6,16,6,-0.214,-0.7972,1,0.945499,1
"AT2G36830.1",3,8,14,9,6,19,0.312,1.1752,1,0.843466,0.984109
"AT1G08200.1",10,18,8,6,9,13,-0.269,-1.0824,1,0.973153,0.952738
"AT5G63310.1",4,16,14,9,11,10,-0.13,-0.537,1,0.919571,1
"AT4G29410.1",4,11,9,9,8,11,0.159,0.5819,1,1,0.9595
"AT4G03520.1",6,11,10,11,12,11,0.236,0.8991,1,0.950827,0.97271
"sum117",6,11,5,4,20,12,0.51,1.8807,1,0.41438,0.99739
"AT2G20420.1",5,16,6,5,7,6,-0.415,-1.3107,1,0.98875,0.853427
"AT1G77490.1",8,16,9,4,13,7,-0.322,-1.2102,1,0.982658,0.899588
"AT2G20260.1",10,8,11,5,9,7,-0.356,-1.2726,1,0.98657,0.871459
"AT3G48990.1",7,21,8,10,8,6,-0.412,-1.5188,1,0.997465,0.750054
"sum94",5,8,8,8,13,13,0.505,1.7286,1,0.511139,0.996402
"AT2G41530.1",7,9,13,6,6,8,-0.368,-1.2931,1,0.987804,0.861493
"AT2G21530.1",5,9,6,12,14,8,0.54,1.8938,1,0.406554,0.997427
"AT5G18380.1",10,14,9,8,6,9,-0.337,-1.2446,1,0.984878,0.884215
"AT1G30630.1",8,6,7,3,5,8,-0.291,-0.8772,1,0.953782,1
"AT1G20950.1",7,23,4,10,10,4,-0.324,-1.2545,1,0.985541,0.879337
"AT4G09040.1",11,7,13,5,4,10,-0.501,-1.6689,1,1,0.671395
"AT5G13120.1",6,12,10,6,8,8,-0.241,-0.8457,1,0.950452,1
"AT3G23940.1",3,12,21,6,7,13,-0.329,-1.2258,1,0.983787,0.891949
"AT3G05350.1",8,17,7,3,11,8,-0.379,-1.3092,1,0.988634,0.854439
"AT5G12470.1",7,10,9,4,6,6,-0.518,-1.5726,1,0.998944,0.722159
"AT5G21430.1",5,12,8,5,4,8,-0.399,-1.2442,1,0.984878,0.884215
"ATCG00790.1",7,9,7,9,9,12,0.263,0.937,1,0.939431,0.974395
"AT1G02780.1",9,4,6,9,15,7,0.491,1.6659,1,0.552024,0.9957
"AT5G67500.1",6,11,7,2,10,7,-0.253,-0.7977,1,0.945499,1
"AT5G58260.1",2,12,8,10,12,10,0.386,1.3875,1,0.729735,0.990439
"AT4G17040.1",6,7,8,7,12,10,0.333,1.1708,1,0.845502,0.983959
"AT3G54210.1",5,15,11,5,8,8,-0.412,-1.493,1,0.996648,0.763308
"AT2G20450.1",9,6,6,11,9,9,0.36,1.2305,1,0.816023,0.98598
"AT2G43090.1",7,12,7,7,17,7,0.188,0.7016,1,0.994597,0.963711
"AT1G24360.1",7,8,4,9,10,8,0.354,1.2043,1,0.828912,0.985136
"AT5G19550.1",9,10,5,4,8,4,-0.42,-1.2653,1,0.986188,0.874424
"AT2G19760.1",7,7,6,9,11,8,0.336,1.1289,1,0.864305,0.982482
"AT1G31180.1",3,11,4,7,7,12,0.371,1.3219,1,0.766772,0.988743
"sum214",8,6,7,4,7,7,-0.148,-0.4628,1,0.914115,1
"AT4G23100.1",13,9,10,11,5,3,-0.534,-1.8235,1,1,0.590687
"sum7",0,17,0,12,8,5,0.345,1.1252,1,0.866227,0.982322
"AT2G31670.1",7,17,7,4,13,4,-0.397,-1.3964,1,0.992943,0.811947
"AT4G18100.1",3,10,11,7,10,12,0.224,0.8351,1,0.968528,0.969693
"AT5G67360.1",3,14,6,9,10,11,0.262,0.9489,1,0.935183,0.974982
"AT5G53560.1",0,16,3,11,11,6,0.346,1.1593,1,0.850545,0.983578
"AT1G50200.1",7,26,0,9,12,1,-0.444,-1.579,1,0.999102,0.718792
"AT5G15650.1",5,11,7,3,7,6,-0.358,-1.078,1,0.972796,0.95443
"AT4G02930.1",1,16,9,2,9,9,-0.276,-0.936,1,0.959621,1
"sum22",6,10,0,4,12,9,0.436,1.4338,1,0.701324,0.991567
"AT1G76160.1",5,12,8,12,1,7,-0.221,-0.7492,1,0.940294,1
"AT2G34460.1",3,3,10,8,6,8,0.346,1.0368,1,0.903163,0.978828
"AT5G65010.1",1,23,7,7,6,10,-0.312,-1.114,1,0.975594,0.940679
"AT3G57560.1",3,6,8,3,9,11,0.319,0.9768,1,0.925587,0.976234
"sum42",15,8,7,11,5,6,-0.325,-1.1384,1,0.977596,0.930055
"AT5G66530.1",5,7,5,8,8,10,0.434,1.3688,1,0.739812,0.990004
"AT3G61220.1",9,11,8,4,4,7,-0.622,-1.8428,1,1,0.580788
"AT1G48830.1",3,7,17,5,4,10,-0.357,-1.2249,1,0.983648,0.892908
"ATCG00160.1",5,8,10,2,10,6,-0.259,-0.7967,1,0.945499,1
"AT4G39970.1",5,3,7,5,8,7,0.301,0.8752,1,0.957682,0.971607
"AT3G24190.1",4,9,6,7,11,8,0.31,1.0279,1,0.906509,0.978467
"sum108",10,11,7,3,6,7,-0.564,-1.7932,1,1,0.606195
"AT4G24750.1",7,5,4,7,9,5,0.274,0.8316,1,0.969595,0.969492
"AT1G76450.1",3,10,4,12,6,9,0.49,1.6017,1,0.594428,0.994789
"AT3G10060.1",5,10,8,9,3,5,-0.308,-0.9381,1,0.959832,1
"AT1G09640.1",16,9,5,6,8,4,-0.498,-1.7606,1,1,0.62294
"AT1G18540.1",5,7,6,5,8,10,0.228,0.7426,1,0.988174,0.965459
"sum106",5,22,8,7,6,8,-0.512,-1.818,1,1,0.593998
"AT2G06850.1",10,8,9,7,9,3,-0.346,-1.1887,1,0.981193,0.909004
"AT1G31230.1",10,12,4,11,9,0,-0.182,-0.6228,1,0.927359,1
"AT3G48000.1",13,8,13,8,8,9,-0.311,-1.1568,1,0.978883,0.922831
"ATCG01120.1",4,11,9,8,6,7,-0.137,-0.4666,1,0.914397,1
"AT3G27890.1",7,7,7,6,3,6,-0.357,-1.0979,1,0.974388,0.946755
"AT5G55730.1",5,11,7,4,10,4,-0.249,-0.8114,1,0.946855,1
"AT3G53900.1",4,13,5,1,11,6,-0.21,-0.6504,1,0.930107,1
"AT5G10360.1",0,6,6,3,8,12,0.542,1.5601,1,0.621092,0.994117
"AT2G38270.1",6,6,2,2,12,8,0.43,1.2268,1,0.81711,0.985911
"AT5G17310.2",11,12,6,8,5,9,-0.269,-1.0276,1,0.968331,0.974082
"AT4G17600.1",7,5,4,2,6,12,0.251,0.7556,1,0.985854,0.966032
"AT3G55330.1",1,17,7,7,10,12,0.161,0.5871,1,1,0.959617
"AT2G42220.1",2,9,6,9,11,7,0.48,1.5207,1,0.647445,0.993371
"AT4G30530.1",2,10,5,4,11,7,0.278,0.8548,1,0.96355,0.9706
"AT1G55670.1",4,5,7,4,9,13,0.493,1.4595,1,0.685433,0.992142
"AT1G75350.1",7,6,7,4,5,17,0.266,0.8894,1,0.953994,0.97221
"AT1G06690.1",10,10,7,4,6,5,-0.603,-1.8333,1,1,0.585182
"AT1G29250.1",5,8,11,7,7,6,-0.159,-0.5265,1,0.918865,1
"sum65",8,9,6,2,11,4,-0.33,-1.0149,1,0.967167,0.978798
"AT3G47070.1",3,10,2,9,5,10,0.491,1.474,1,0.676046,0.992464
"AT5G18660.1",8,5,7,3,5,8,-0.22,-0.6636,1,0.9314,1
"AT1G02280.1",2,2,7,6,3,11,0.616,1.5796,1,0.608492,0.994444
"AT5G52920.1",7,10,11,10,2,7,-0.388,-1.2792,1,0.986947,0.868483
"AT1G64510.1",4,9,7,5,7,2,-0.394,-1.108,1,0.975253,0.942425
"AT5G07350.1",3,13,0,7,15,0,0.296,0.9163,1,0.945583,0.973507
"AT3G02230.1",7,6,7,5,6,5,-0.244,-0.739,1,0.939391,1
"AT1G16890.2",4,10,3,10,10,5,0.338,1.0542,1,0.896331,0.97954
"AT4G33510.1",8,11,7,8,3,5,-0.421,-1.3657,1,0.991575,0.826674
"AT5G47110.1",7,5,0,6,4,6,0.26,0.691,1,0.996052,0.963271
"AT1G14810.1",7,11,8,4,7,7,-0.404,-1.2747,1,0.986696,0.870468
"AT4G21210.1",5,3,11,2,6,8,-0.156,-0.4559,1,0.9137,1
"sum115",11,10,7,10,2,5,-0.514,-1.662,1,1,0.674788
"AT3G27240.1",3,10,0,3,4,5,-0.187,-0.4666,1,0.914397,1
"AT5G35170.1",8,12,7,8,6,5,-0.365,-1.1764,1,0.980285,0.914578
"AT1G14610.1",2,15,0,12,9,1,0.197,0.6258,1,1,0.960797
"AT5G60640.1",6,18,2,6,14,0,-0.21,-0.6932,1,0.934469,1
"AT3G07110.1",5,4,4,1,12,7,0.512,1.4468,1,0.693411,0.991858
"AT3G22110.1",8,9,5,5,5,5,-0.402,-1.173,1,0.980132,0.915502
"AT4G37000.1",4,7,5,6,5,11,0.337,1.0371,1,0.903163,0.978828
"AT3G49470.1",5,7,7,3,4,8,-0.261,-0.7288,1,0.938265,1
"AT1G23290.1",4,7,5,9,7,5,0.284,0.8386,1,0.967447,0.969894
"AT2G10940.1",7,5,6,5,6,4,-0.189,-0.5177,1,0.918003,1
"sum91",6,7,8,4,4,7,-0.35,-1.0254,1,0.968138,0.974874
"AT1G75280.1",6,4,11,3,4,10,-0.24,-0.724,1,0.937816,1
"AT4G17090.1",4,15,7,9,7,0,-0.435,-1.3571,1,0.991165,0.830841
"AT4G02620.1",7,7,11,5,6,6,-0.393,-1.1959,1,0.981786,0.905257
"AT4G28440.1",2,8,7,7,3,11,0.218,0.6592,1,0.999826,0.962014
"AT5G45680.1",2,9,7,7,12,2,0.191,0.6152,1,1,0.960447
"AT5G28060.1",2,5,8,5,7,10,0.399,1.1982,1,0.832075,0.98492
"AT1G77590.1",4,8,13,7,6,6,-0.272,-0.8683,1,0.952899,1
"AT1G11430.1",2,9,9,4,4,3,-0.63,-1.685,1,1,0.662353
"AT1G51110.1",6,6,6,3,7,2,-0.427,-1.1375,1,0.977432,0.930949
"AT1G13280.1",6,6,8,6,0,4,-0.649,-1.7678,1,1,0.61958
"AT4G16155.1",9,10,5,8,4,6,-0.36,-1.1783,1,0.980438,0.913653
"AT3G02560.1",2,2,10,0,6,5,-0.213,-0.5626,1,0.92178,1
"AT5G10540.1",3,8,6,10,5,6,0.334,1.0545,1,0.896331,0.97954
"AT3G18190.1",5,9,7,4,4,7,-0.333,-0.9883,1,0.964787,0.987977
"AT5G37850.1",4,2,3,3,5,8,0.603,1.4126,1,0.71436,0.991066
"AT3G18420.1",8,4,5,4,4,4,-0.345,-0.8884,1,0.95488,1
"AT4G18810.1",10,11,8,11,4,5,-0.358,-1.2272,1,0.983787,0.891948
"AT4G30920.1",9,9,4,3,5,4,-0.563,-1.7187,1,1,0.645417
"AT1G47260.1",2,6,5,4,6,6,0.2,0.5482,1,1,0.958681
"AT1G53850.1",5,11,0,1,8,4,-0.229,-0.6437,1,0.929466,1
"AT1G78680.1",8,9,4,4,3,5,-0.562,-1.5185,1,0.997464,0.750054
"AT5G24490.1",4,11,5,5,2,8,-0.284,-0.815,1,0.947307,1
"sum18",13,1,6,6,4,3,-0.439,-1.3046,1,0.9884,0.856461
"AT4G39730.1",2,10,4,8,11,5,0.42,1.2574,1,0.801631,0.986858
"AT5G55280.1",9,6,4,4,5,6,-0.241,-0.7024,1,0.935579,1
"AT1G27970.1",5,6,5,7,7,6,0.22,0.6818,1,0.997146,0.962926
"AT1G77090.1",4,4,6,5,1,4,-0.361,-0.8428,1,0.950228,1
"AT1G12800.1",10,11,1,4,10,0,-0.402,-1.1513,1,0.978565,0.924648
"AT1G63000.1",5,6,3,3,4,3,-0.336,-0.8066,1,0.946404,1
"AT3G16910.1",5,11,5,6,2,5,-0.511,-1.407,1,0.993406,0.806638
"AT4G00810.1",5,7,4,10,4,5,0.182,0.5397,1,1,0.958511
"AT5G03630.1",2,12,8,8,0,4,-0.545,-1.5494,1,0.99833,0.734474
"AT3G02520.1",0,3,5,5,4,9,0.692,1.706,1,0.525194,0.99618
"AT1G12000.1",5,10,3,8,2,6,-0.15,-0.4356,1,0.912411,1
"sum122",0,12,7,4,5,7,-0.243,-0.7167,1,0.936919,1
"AT1G10370.1",7,5,1,3,3,4,-0.264,-0.6131,1,0.926532,1
"AT1G18060.1",1,2,11,5,4,10,0.33,0.9208,1,0.944239,0.973705
"AT5G13410.1",4,11,4,3,2,6,-0.55,-1.4092,1,0.993497,0.805573
"AT3G53580.1",2,8,8,1,6,5,-0.425,-1.125,1,0.976606,0.9354
"AT3G28940.1",7,9,4,7,4,1,-0.536,-1.3931,1,0.992754,0.814064
"AT3G14290.1",2,7,0,5,8,1,0.318,0.8209,1,0.972197,0.96899
"AT5G08650.1",3,3,6,6,8,8,0.635,1.7175,1,0.518159,0.996294
"ATCG00750.1",2,8,4,6,5,6,0.198,0.5328,1,1,0.958393
"AT5G16440.1",8,6,4,2,3,6,-0.545,-1.4212,1,0.994033,0.799163
"AT3G58140.1",5,10,4,2,7,3,-0.453,-1.2067,1,0.982514,0.900538
"AT5G56680.1",3,4,2,5,7,7,0.764,1.7894,1,0.470838,0.99693
"AT1G47420.1",2,5,4,5,9,2,0.41,1.0522,1,0.897195,0.979452
"AT3G63160.1",2,6,7,1,6,2,-0.523,-1.2359,1,0.984337,0.888093
"AT5G26360.1",1,13,10,9,0,5,-0.49,-1.4477,1,0.995047,0.786235
"AT5G12140.1",2,11,8,3,3,6,-0.584,-1.5765,1,0.99905,0.719915
"AT4G38800.1",2,3,3,2,5,7,0.579,1.243,1,0.809435,0.98639
"ATCG00560.1",6,4,4,9,7,3,0.306,0.8389,1,0.967447,0.969894
"AT4G35260.1",4,5,6,2,8,2,-0.262,-0.6649,1,0.931618,1
"AT2G35040.1",6,8,4,8,2,2,-0.395,-1.0588,1,0.971158,0.961942
"AT5G23540.1",4,4,6,0,4,12,0.215,0.578,1,1,0.959386
"AT1G05010.1",9,3,4,4,4,3,-0.454,-1.1828,1,0.980742,0.911798
"AT1G75330.1",7,3,10,3,5,4,-0.534,-1.3728,1,0.991878,0.823536
"AT4G39710.1",0,7,2,6,6,5,0.559,1.3888,1,0.728465,0.990492
"AT3G02730.1",4,4,4,4,6,7,0.359,0.9007,1,0.950183,0.97281
"AT5G27470.1",4,1,8,10,3,6,0.393,1.1101,1,0.872867,0.981753
"AT1G80600.1",0,7,3,5,5,5,0.322,0.8166,1,0.973212,0.968789
"AT1G72640.1",3,3,4,6,5,6,0.569,1.4037,1,0.719518,0.99086
"AT5G33320.1",0,4,2,2,5,4,0.516,1.0517,1,0.897195,0.979452
"AT1G79230.1",4,8,7,0,6,6,-0.392,-1.089,1,0.973686,0.950186
"AT4G09670.1",4,7,3,0,5,4,-0.376,-0.8827,1,0.954442,1
"sum87",3,4,7,0,4,6,-0.242,-0.5854,1,0.923908,1
"sum4",3,3,3,4,9,3,0.621,1.4722,1,0.677393,0.992418
"AT1G80560.1",3,7,6,1,5,3,-0.444,-1.0806,1,0.972975,0.953585
"AT3G24830.1",3,6,1,2,8,6,0.529,1.2754,1,0.792559,0.98738
"sum211",6,9,0,0,5,5,-0.385,-1.0179,1,0.967557,0.977236
"AT3G19450.1",2,11,4,4,3,3,-0.551,-1.3694,1,0.991677,0.825628
"AT2G45790.1",6,6,3,2,4,6,-0.225,-0.5853,1,0.923909,1
"AT4G17170.1",3,8,1,3,8,4,0.232,0.6138,1,1,0.960447
"AT5G64290.1",1,6,0,6,4,3,0.494,1.0376,1,0.903163,0.978828
"AT2G47940.1",4,8,4,5,2,6,-0.218,-0.5871,1,0.924106,1
"AT1G43560.1",4,5,8,6,3,3,-0.355,-0.9628,1,0.96234,0.9968
"AT5G55480.1",1,3,1,4,8,0,0.994,1.7445,1,0.499943,0.996566
"AT1G21440.1",3,5,5,2,5,3,-0.261,-0.616,1,0.926738,1
"AT4G00630.1",2,6,0,4,9,3,0.634,1.5638,1,0.618296,0.994191
"AT2G21385.1",2,5,1,3,6,7,0.704,1.5952,1,0.598653,0.994688
"AT2G17340.1",6,7,3,4,5,0,-0.475,-1.178,1,0.980438,0.913653
"AT5G62350.1",5,6,5,3,3,4,-0.502,-1.1972,1,0.981786,0.905256
"AT3G52730.1",5,5,6,3,6,4,-0.197,-0.532,1,0.919216,1
"AT3G11710.1",5,5,6,6,3,5,-0.158,-0.4203,1,0.911597,1
"AT4G00570.1",6,7,8,5,1,5,-0.685,-1.7891,1,1,0.608421
"AT2G19480.1",3,10,4,7,2,2,-0.463,-1.2149,1,0.982944,0.897687
"AT4G19710.2",4,9,0,2,5,2,-0.433,-1.0318,1,0.968715,0.972492
"AT5G52520.1",2,6,7,3,2,5,-0.427,-0.9969,1,0.965588,0.984956
"AT3G12345.1",1,4,5,6,5,6,0.559,1.3827,1,0.732268,0.990331
"AT3G49720.1",2,5,4,5,5,4,0.261,0.6312,1,1,0.961014
"AT1G78870.2",3,7,3,2,5,3,-0.234,-0.5686,1,0.922352,1
"AT1G32220.1",1,4,5,3,6,6,0.449,1.0355,1,0.904004,0.978738
"AT5G14780.1",5,9,6,2,5,4,-0.611,-1.527,1,0.997721,0.745615
"AT5G04430.1",6,4,7,2,5,4,-0.453,-1.1655,1,0.979512,0.91918
"AT4G15510.1",5,4,5,2,3,5,-0.342,-0.8116,1,0.946855,1
"AT5G17530.1",4,7,4,7,6,6,0.227,0.6352,1,1,0.961162
"AT5G64460.1",2,1,5,5,6,3,0.603,1.3266,1,0.764369,0.988862
"AT1G45474.1",3,4,2,2,6,7,0.552,1.2926,1,0.783322,0.987887
"AT4G25050.1",4,3,3,4,3,8,0.418,1.0023,1,0.916265,0.977365
"AT5G40370.1",4,3,3,7,3,4,0.346,0.8085,1,0.974708,0.968489
"AT5G11450.1",6,5,1,1,4,1,-0.743,-1.4474,1,0.995047,0.786235
"AT1G31190.1",4,5,10,0,3,6,-0.666,-1.6339,1,1,0.689486
"AT4G35630.1",3,7,3,2,5,3,-0.267,-0.6205,1,0.927152,1
"AT2G19940.1",4,3,3,4,6,5,0.412,1.0181,1,0.910627,0.978011
"AT3G10670.1",3,4,2,3,4,8,0.521,1.236,1,0.81274,0.986186
"AT5G47840.1",4,4,2,4,9,2,0.43,1.0663,1,0.891085,0.980064
"sum118",5,11,0,5,0,3,-0.662,-1.5091,1,0.9972,0.754485
"sum118",5,11,0,5,0,3,-0.67,-1.5878,1,0.999306,0.714295
"AT3G57290.1",8,4,8,5,4,5,-0.356,-0.9965,1,0.965588,0.984956
"AT5G62810.1",5,4,1,7,4,3,0.344,0.814,1,0.973714,0.968689
"AT5G49030.1",3,10,1,3,4,0,-0.609,-1.3243,1,0.989436,0.847324
"AT4G11600.1",1,8,5,2,3,3,-0.564,-1.1768,1,0.980438,0.913654
"AT5G13030.1",5,8,2,4,3,4,-0.325,-0.8065,1,0.946404,1
"AT4G38680.1",2,4,3,5,4,4,0.37,0.8681,1,0.960072,0.971204
"AT2G02740.1",4,4,7,2,3,4,-0.534,-1.2662,1,0.986189,0.874423
"AT1G08110.1",3,7,2,2,4,2,-0.442,-0.9036,1,0.956405,1
"AT4G29670.1",0,7,3,5,10,5,0.631,1.5797,1,0.608492,0.994444
"AT5G20500.1",4,4,1,5,5,2,0.321,0.7108,1,0.993362,0.96407
"AT5G64350.1",2,8,4,5,4,2,-0.241,-0.5665,1,0.92216,1
"AT4G31180.1",2,6,3,7,7,0,0.33,0.859,1,0.962405,0.970801
"AT5G58070.1",3,7,5,5,1,2,-0.635,-1.3848,1,0.992467,0.817232
"AT3G02780.1",4,6,2,0,1,6,-0.462,-1.0052,1,0.966381,0.981896
"AT2G21580.1",2,2,5,4,6,4,0.44,1.0689,1,0.890201,0.980151
"AT1G58080.1",6,6,2,3,4,3,-0.312,-0.7337,1,0.938715,1
"AT4G24820.1",0,4,4,4,5,3,0.301,0.6564,1,1,0.961934
"AT3G07390.1",3,5,4,4,3,3,-0.194,-0.4329,1,0.91229,1
"AT1G63970.1",3,6,3,4,3,2,-0.31,-0.6735,1,0.932489,1
"AT1G03160.1",0,13,0,4,17,0,0.411,1.1995,1,0.831023,0.984992
"AT3G58010.1",5,8,0,5,0,1,-0.708,-1.4513,1,0.995209,0.784068
"AT4G01850.1",7,8,0,7,2,2,-0.3,-0.7638,1,0.941877,1
"AT2G35500.1",0,1,7,1,4,7,0.305,0.6597,1,0.999825,0.962014
"AT2G22230.1",0,6,0,0,11,1,0.522,1.1496,1,0.85453,0.98327
"AT3G56910.1",0,2,6,4,4,4,0.291,0.6325,1,1,0.961088
"AT4G24930.1",1,6,2,5,5,3,0.388,0.8856,1,0.954618,0.972109
"AT3G12930.1",6,6,3,3,2,2,-0.803,-1.6955,1,1,0.65783
"ATCG00430.1",3,2,2,4,6,2,0.536,1.1229,1,0.867184,0.982241
"AT3G22200.1",8,4,5,6,6,0,-0.287,-0.7665,1,0.942103,1
"AT4G29010.1",3,7,5,4,2,0,-0.777,-1.6154,1,0.999917,0.699648
"AT2G29290.2",4,5,6,2,4,3,-0.531,-1.2398,1,0.984609,0.886157
"AT1G66240.1",4,1,3,3,5,3,0.359,0.712,1,0.993044,0.96416
"AT1G18210.1",3,5,0,8,3,3,0.464,1.089,1,0.882117,0.98092
"AT2G38540.1",2,5,7,3,4,0,-0.596,-1.3322,1,0.989882,0.843232
"AT3G15360.1",4,4,4,2,6,0,-0.289,-0.6493,1,0.930107,1
"AT2G32060.1",3,5,4,2,4,2,-0.447,-0.9968,1,0.965588,0.984956
"AT2G24940.1",1,4,4,5,5,3,0.384,0.8446,1,0.966352,0.970096
"AT3G13120.1",1,7,6,2,4,2,-0.576,-1.3079,1,0.988634,0.85444
"AT2G04780.1",4,2,2,4,7,3,0.581,1.3193,1,0.767969,0.988683
"AT3G02760.1",3,5,0,6,5,0,0.319,0.711,1,0.993362,0.96407
"AT2G41740.1",0,6,0,7,5,0,0.534,1.2384,1,0.811641,0.986254
"AT5G08530.1",8,2,2,2,2,2,-0.724,-1.4039,1,0.993315,0.807703
"AT5G22580.1",1,5,9,2,3,5,-0.42,-0.9784,1,0.963775,0.991697
"AT1G80410.1",3,8,1,2,4,1,-0.553,-1.092,1,0.973862,0.949331
"AT2G17695.1",2,7,3,0,7,8,0.281,0.731,1,0.990354,0.964896
"AT3G62360.1",0,5,0,7,6,0,0.725,1.5508,1,0.626668,0.993966
"AT1G02930.1",0,9,0,0,0,3,-0.845,-1.5187,1,0.997465,0.750054
